,index,Job Title,Company Name,Job Location,Salary,Job Type,Job URL
10,10,Data Science Intern,Discover Dollar,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=59b869b25c9caa7b&bb=Azb41t-gv0qI9hiVmU3DjlFVFv-fUvE-4XHUqkekuq7v7kDHCOcS2JwE43w6r1kU&xkcb=SoBo67M3GSicPLQsdh0LbzkdCdPP&fccid=0fdab4af157863d9&vjs=3
11,11,Data Science & AI Specialist,ABB,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=1302cbe17abb10f6&bb=rq8UsV1II9O7ct6IBXRpWxdFF95DgjYELr4Oh2WYkQDjPHlmeRc6bACqOZMSLCbb&xkcb=SoAt67M3GSicPLwsdh0LbzkdCdPP&fccid=38b4474838e7b7a1&vjs=3
12,12,Associate - Data Science,MathCo,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=0b9d71467322ad4a&bb=rq8UsV1II9NS_KfkAyYb7ZL7Mck9iA8v12PpimT92Y2UZ8rA05ThTVpOpi5NzhqY&xkcb=SoAE67M3GSicPLwsdh0JbzkdCdPP&fccid=cecc9e967857829d&vjs=3
13,13,Distinguished Engineer (Quality & Test Automation),NetApp,"Bengaluru, Karnataka",,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUIUKNmkO9eplQBWgjWtyZTeBIvNV_K-f7eYqnE-qDJ8bApFfch6MTIOLvSu3-seGj67j2U83c8PP_J7CjKMN-d6YfeTNPvPij_ap9-3KBzWqtiH-fUATI2TzdJlF5BFUVskj9Q9t1rrxBJCs-VllcTACWCdESidNVI5p9zBGTMlZNNMQPohfoYC8r7hJWQPVi5TUO3wmc9VvYN_VFWK8FThZZQiWWVScK8NH20abbQJd7C_acm2va6kdsrJt9G5e4ZYeI8WUaCg26yd6y_MLHTEhvnwsLtfORsJZtIdRYRnkle_cdFktoVOjIlEM5VI__iu5fVF8Iq4bWN1kZJ2FFFQe1fsr1S6WZ9_ZK4wiWnU9acouqDbB-hcURdZCU8-mm5Ji68VtAvWAo4zUTd8VsvO_hyZZ_hh-AoF3m4ga-mikdJEhUrzFslUoywF_nEm6qOTxrzEoq64ce2Woqxnzzt_5VnhS-1Z1wTB4dIGtf-YgQONTbd7MPsHUuDu09cjSvNtR2ROjJNT7m0qKJQzOruAyTwhP_Od3aSEIJUy8zsZE1u99JrcCR0l1XEwI_bNJfNbhm2bG1obLWrna6t6RzRW8w4WJio8ewaTCkzDHopBpU7geZy9NEwGDCUOoL-E7UY0AVsUPhnlyIZ68sMPAroLSypBK47DLMJPrGaC-rvoSClNXACmkwQJorytg_fzfJzB_f3R8FRgbl4f3ayMEpMWmOgLm9O8hAcYWKQUDPCiDqAy9QyQd5XpjYsjKnl3eElgX0rdg5UcWjfqF8FHKt5hQX8hgAQsOJXIeqfYhyZQ==&xkcb=SoBK6_M3GSicP7gHvj0GbzkdCdPP&p=13&fvj=0&vjs=3
14,14,"Product Data Scientist, Pixel",Google,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=d640c47c34b67b79&bb=vaMGwhKNJI0V-wjsMYAMsKSMR0ECxiKYuQ9AOpQpUdIpktz8-cj-et_D-VnRt7dS&xkcb=SoCj67M3GSicPKQsdh0LbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
15,10,Data Science,Aliqan Technologies,"Bengaluru, Karnataka","₹70,00,000 - ₹75,00,000 a year",,https://in.indeed.com/rc/clk?jk=a6ec06126beac63a&bb=V81USodbLYaJNBHdpjhMe9KfquBFFromuibjb_u5LInGaTAhMAT-ZqTQ75GGAqGj&xkcb=SoAt67M3GSibudAIqD0LbzkdCdPP&fccid=0c97edd832cbb73f&cmp=Aliqan-Technologies&ti=Data+Scientist&vjs=3
16,11,Data Science,Infosys,"Bengaluru, Karnataka","₹22,00,000 - ₹40,00,000 a year",,https://in.indeed.com/rc/clk?jk=3469101cce15a763&bb=DkuH6BNUBzsilrRk_ui_de1cuU014bHmGCicKx81KI_TN81uxnpDNvpvK84fobYQ&xkcb=SoDc67M3GSibudgIqD0KbzkdCdPP&fccid=c67533a523c83a4c&vjs=3
17,12,"R&D Officer, Human Microbiome, BPC - Science & Technology",Unilever,"Bengaluru, Karnataka","₹20,00,000 - ₹30,00,000 a year",,https://in.indeed.com/rc/clk?jk=50d5df23a2fc0b70&bb=DkuH6BNUBzsuOhetbwVww7-KEOZT5mHLe_F-OqebqL4i0WMSldk3O7nefzZX6Ond&xkcb=SoD167M3GSibudgIqD0IbzkdCdPP&fccid=37e886222e0cbb3a&vjs=3
18,13,Senior Software Engineer (File Systems),NetApp,"Bengaluru, Karnataka","Up to ₹18,00,000 a year",,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DUIUKNmkO9eplQBWgjWtyZTeBIvNV_K-f7eYqnE-qDJ8bApFfch6MTIOLvSu3-seHUXupKY2SDHWkUz34sMXdlmI78cPP3rYe8w1yoTKltLlbvtxcmNpt9Y_y_EBtzwjpBbfCHC2X_C26tZo0nlmX9FSFzZG_gyz5g4jyn1ort2zH0evjuPUl-6f5_7lIGAMUu9L-ifdSUKO-mzPDfG5Y6e3AI89jeBXn5c0WYf_C0u3-trT8Ps0vobuCmgn1OXuPSOi0DU72PrAHc--vFIulicjHJc-Gj1b802-Mns96VBei8s9ZwFykn48RkFb4y2MrOIdmpubzeqSIl_TnceYYx52AZ042OAPQN0oaqo4JxXvMRGrX_yZDhrvfS03mvd1t7PnbG3G9zfbuV2wE_5wCYQQrzVrq-f5lRMuw7UVOi2U8XxxstabzjcIeeRxw4oP5G5SMMiI-i0X_ooj_2b90BYIm7od0yvhPbCJa4EfuvW2-1wzJBFLv4kkcOZnwZJNpj70i9-LbgmzOimIGlsGc0bXmqyzgKWzTh8wvgTlY2WMpbBKXAFESAhAtn5MbhjDnC6xyrpAKWP6vFntF_mVnToF5ucPP_q4nKq9z0GZDol6TEJO3suRmRhsNTPNEXZIfBowfbPu9BUT3RYNYyCxAPXONIrFhMtoCzC7t0M-hCWH9pV1WQ8d0Jgopw_lMY-V1iGwFihEOhEw1WUXxFXPtalqrQS-kPKgI6lSxncS5Ud1t6KDRhLoVSNlfSJQq1eihcsjSJfhEjBE3KjyonZGkIKRfuOHhRHzk=&xkcb=SoDW6_M3GSibhKSnWZ0IbzkdCdPP&p=3&fvj=0&vjs=3
19,14,Data Scientist,Bullsmart,"Bengaluru, Karnataka","₹6,00,000 - ₹8,00,000 a year",,https://in.indeed.com/rc/clk?jk=bc9de217aade494f&bb=YQRKPYzUiQa4R0c6AIOF3Od3ty9jVp-EmbssdilEOjlfCgjRwkdjbKC-qhlNVlvr&xkcb=SoBS67M3GSibucAIqD0KbzkdCdPP&fccid=0f1bc8947af61782&vjs=3
20,15,Data Scientist,HUBWORK,"Kammanahalli, Bengaluru, Karnataka","₹1,00,000 - ₹1,10,000 a month",,https://in.indeed.com/rc/clk?jk=2a2f2306f866ef4f&bb=TxdyAH7xypFOOzd2Jwz53OKQNGbLep5ID8QyAygG0yFPE08kbrQVoRgUU9CVLbvl&xkcb=SoCj67M3GSibucgIqD0LbzkdCdPP&fccid=d173f796fbb4780c&cmp=HUBWORK&ti=Data+Scientist&vjs=3
21,16,Data Analyst,Episeio business solutions,"Bengaluru, Karnataka","₹15,00,000 - ₹18,00,000 a year",,https://in.indeed.com/rc/clk?jk=1ed73cc21fdeae25&bb=TxdyAH7xypFyVURGVLyy2TOHc26ZSIVNn2s2Js7zoIFFjxWRgjdkXUA3fJsXoZLd&xkcb=SoCK67M3GSibucgIqD0JbzkdCdPP&fccid=c2b0e32833b86479&cmp=Episeio-Business-Solutions&ti=Data+Analyst&vjs=3
22,17,"Tech Prof-Data Science, Assoc",Halliburton,"Bengaluru, Karnataka","₹30,00,000 - ₹35,00,000 a year",,https://in.indeed.com/rc/clk?jk=8cd802a33d4ba83e&bb=iERJuy7IGXOTro5XqFRXafWQg45DED_6tE4isYym7nTSwfYr1cGddXXIyMc1-d4w&xkcb=SoCw67M3GSibucgIqD0PbzkdCdPP&fccid=0e4554ac6dcff427&vjs=3
23,18,Data Scientist,Neurons AI Pvt Ltd,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=35af987a928aa8be&bb=iERJuy7IGXPIEdC5FzuTFGqoVDil2sciX0ZJxuRtifYvgDXAgDwnE0aO6LIjx6tM&xkcb=SoBO67M3GSibufAIqD0KbzkdCdPP&fccid=c7d347f6b558bad2&cmp=Ai-Deep-Technologies&ti=Data+Scientist&vjs=3
24,19,Data Analyst 1,Merck KGaA Darmstadt Germany,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=164a462dbb53ae39&bb=iERJuy7IGXNUduV3Tx9JMBDfUl8u2mMXR2eU__NGcHjQj2rLPHxWwwtIMswREi4S&xkcb=SoDp67M3GSibufAIqD0PbzkdCdPP&fccid=68d0e0954a811351&vjs=3
25,20,Data Science Engineer,Appson Technologies,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=b254055bcbcbfe64&bb=igj-e2GPvryrdH7vu_Rn4Zf3GUMkTdxrnjsMkWN5zs7dp1bKcSIaeH0pcV4MagFU&xkcb=SoAL67M3GSibufgIqD0KbzkdCdPP&fccid=8d4dc331fb54aae4&cmp=Appson-Technologies&ti=Data+Scientist&vjs=3
26,21,Data Scientist,TIGI HR Solution Pvt. Ltd.,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=b45a217652aab5b2&bb=igj-e2GPvrwfAEykIb_eEzztdKHRNp4Kfmu3u0LjsWmPa2Hxa69yO4dmDo-u7xWr&xkcb=SoAi67M3GSibufgIqD0IbzkdCdPP&fccid=22eed8fbce5a770a&cmp=TIGI-HR-Solution-Pvt.-Ltd.&ti=Data+Scientist&vjs=3
27,22,Senior Manager- Lead Backend Software Engineer,Capital One,"Bengaluru, Karnataka",,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNR2M821dYWEuCwYREswJhDHuvVMV4vVSQtKK9rXxK7k67LN_vow3mgGmDWvX7y1mZ24Pr8K9jC9uApZ8R5-syeAhuZ_gKldRaDXK9FDhTPB2k_lgwX-a3KIoECNTqTXFqzp2l1HHnwvlnLnAXXyvZRlsQAeW3xwS4pr6_bj-EXZ1nLWVfERc2vYjKzjEERlCD1c2DsQduQWzI9AU1dSYZnjfMngyimhUlAn_fx7knzsyCp5nX_wWJl1XbkI4ZW_Ynp1gpcvg9pzIM5kV-kqiNQrKnMKANYk_wzKglI7FdAGA-eRR1nKScKfhDowiZfZIdL1VZ1jHmiVNxOWO04zTTlDjWWMyowHzq_8ncycw6adMH2hVyeYvPWUia1jcumaxPlQMlg0mI5_2uyN2Vw8U135b6orh7xLLTVNjy6zBzpmcjZoyUL3oi-XaUB251XtrTlNIif3ojCoy7ueb9KHtEGLIPUiA3hNaARjZl-PNdjX5BEaI5mwoVZA-KC_uu5rTSizf7ds6dvmWI7e_Ecxkdi9ovrDhEjiRHfzfDxoJvQfsyrmJOvixJS73Za2AShuBza-gm1CbExlCe47tLgA7xfDBpD11PjhzP_G9-PBju5ug0T1LvLQTAUA0mx9KuwT2CMA4_pyUCVD7CodhFr24IKl6ceqCLtP-i9WNuv7jUtmhKKcpmeJvbBCnrChuXSzG3xTzwAtwYm4isdGZXRHfux7_iaE4GqEqfoKfdJm0YFOahVfE4lcQrp9wdAqVphUOYA==&xkcb=SoA_6_M3GSibhKSnWZ0HbzkdCdPP&p=12&fvj=0&vjs=3
28,23,Data Science Associate,Metyis,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=ba1761ca1bfe4762&bb=bESpqkXDkZ3eJxn-VLe9cQIUwEMGx2xMTVru8_L7WMWrvo_iiPCyalnb9Ag96TPO&xkcb=SoCF67M3GSibueAIqD0KbzkdCdPP&fccid=f91268111560b4d5&vjs=3
29,24,Lead Data Scientist- Retail,Episeio business solutions,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=57421dfc8d63116d&bb=bESpqkXDkZ3YlhKV2iE3k7mYbhacN-IFbpg0nZvi9dqcbN3r2Uq0n4uRjtAyiWqM&xkcb=SoCs67M3GSibueAIqD0IbzkdCdPP&fccid=c2b0e32833b86479&cmp=Episeio-Business-Solutions&ti=Lead+Data+Scientist&vjs=3
30,20,"Director, Data and Analytics",Google,"Bengaluru, Karnataka","₹5,00,000 - ₹10,00,000 a year",,https://in.indeed.com/rc/clk?jk=1f705dbdc0d8cf03&bb=PJUSyEQYSs4kkc5eukL-3c7Fp5zVbb7tjvcfagbDwYjWBWbJ909JH0FNI6T3d1EK&xkcb=SoAo67M3GSibcPWzBx0KbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
31,21,Data Scientist 2,Publicis Groupe,"Bengaluru, Karnataka","₹5,00,000 - ₹10,00,000 a year",,https://in.indeed.com/rc/clk?jk=c9d00230df331f72&bb=-1qP9fcFp3_F3tcu7bc46HeCdxZVhLDm8GvYExKxeZhes89d1_vrbYjyrFssLIMF&xkcb=SoDw67M3GSibcP2zBx0JbzkdCdPP&fccid=beb2b679d6e2402e&vjs=3
32,22,Data Engineer,Finquest,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=ca1bb673acce9e5e&bb=-1qP9fcFp3-SjSTbaOnNiKF3q4SiTl05OQIMZXu8jLEGedHvUQK0ozUNkelMuxVa&xkcb=SoDK67M3GSibcP2zBx0PbzkdCdPP&fccid=bed36d00e772c402&vjs=3
33,23,Data Architect (AC),CGI,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=9afaa73f274f36da&bb=1w_fU32ibQj0mZwM6yZM4EtxlvUHmgvp3a1x5FPHvgGWlQqHuXoY-G2HwUfdUxc-&xkcb=SoBX67M3GSibcOWzBx0LbzkdCdPP&fccid=43a69183767d4301&vjs=3
34,24,Data Scientist,Infosys,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=e1297dcd490c6790&bb=1w_fU32ibQizUZIPp4LflNDtLc0BYZH5cMtWNj04jZ7-8RnscvPx6Ol1eA1dj9Hf&xkcb=SoBE67M3GSibcOWzBx0PbzkdCdPP&fccid=c67533a523c83a4c&vjs=3
35,25,Data Science Open Positions Across Levels and Experience,Citi,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=8618f59d2c38389f&bb=1w_fU32ibQhY2EsLlabGHItfaU1qTm7CbFFEoq8xS9fa7czFQksvu-CQe3z2UC_m&xkcb=SoBt67M3GSibcOWzBx0NbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3
36,26,Modelling / Data Science - Sr Analyst - Analytics,Merkle,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=62288d596cb0f3e4&bb=9y5ms3CLTcSkdyEmF0KurfgNtwSFy5J-YCJCiNIqAOuGZBoPa23pcR30WZZxdkeU&xkcb=SoCm67M3GSibcO2zBx0KbzkdCdPP&fccid=9de52fa9ca5b17cd&vjs=3
37,27,Data APM/Intern,One Sigma Technologies,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=dc1f1b40d931a004&bb=9y5ms3CLTcR9PqYOryGy_dVYf7bm1J9tVMI_Vff0XsqrgV8akMC5gtn5svDNhKGh&xkcb=SoCP67M3GSibcO2zBx0IbzkdCdPP&fccid=a7bca62c0d6e91c9&vjs=3
38,28,Member Data Analyst,CoStrategix,"Hybrid remote in Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=3fb7b85bb9f640e1&bb=9y5ms3CLTcSlcfvO-ASmy_YlcHwJolZkMcOfQ3LaYrANXgGFqiubcJs8ErQQuvaW&xkcb=SoC167M3GSibcO2zBx0ObzkdCdPP&fccid=351f799a27db078c&vjs=3
39,29,Data scientist,Applied Cloud Computing,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=ec4245e66988ebd6&bb=ylxIUkUsWZH-HhWgjp2RNvjT-P7sh5-A7UGGVnQytFoGQiMY2F7Y3wFKaSVVx9eQ&xkcb=SoCk67M3GSibcJWzBx0LbzkdCdPP&fccid=4262594b1cad1667&vjs=3
40,30,Data Analyst,Valeo Health,"Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=f9acadeea6e2d6c3&bb=ylxIUkUsWZGgDgjZkceWUdnEo9ZzN-inUeZy23IYAbeqCpImqz4BOSyEgOTbwRih&xkcb=SoCN67M3GSibcJWzBx0JbzkdCdPP&fccid=4a18d6f6c5a67d1a&cmp=Valeo-health&ti=Data+Analyst&vjs=3
41,31,"SDET - (Data Science, AI/ML background)",Fiddler AI,"Hybrid remote in Bengaluru, Karnataka",,,https://in.indeed.com/rc/clk?jk=c1b2d3298517eb1d&bb=ylxIUkUsWZHzV5oouNyRexifyZZL2NNDJGIEzhnoHvfomExf8PHM_0_fefvZacT0&xkcb=SoC367M3GSibcJWzBx0PbzkdCdPP&fccid=59cafd214a7fe86b&vjs=3
